,Unique_Id,Location,Tansaction_Type,Property_Type,Address,Bedrooms,Bathrooms,Price,Description,Listing_Date,Agent,Listing_Source,listing_URL
12,BR2S00013ZP,BR2,Sales,"Tavistock Road, Bromley BR2",1 bed flat for sale,3,2,"£200,000",Cash buyers only! A well presented and upgraded one bedroom flat situated on the first floor of a well maintained block located a short walk away ...,Listed on 23rd May 2023,Fish Need Water,Zoopla,https://www.zoopla.co.uk/for-sale/property/br2/?q=BR2&search_source=home
13,BR2S00014ZP,BR2,Sales,"Shoreham Way, Bromley, Kent BR2",2 bed semi-detached house for sale,3,1,"£460,000","Integra-estates is thrilled to present this charming semi-detached property with two double bedrooms, offering great potential. Whether you're an ...",Listed on 23rd May 2023,Integra Estates,Zoopla,https://www.zoopla.co.uk/for-sale/property/br2/?q=BR2&search_source=home
14,BR2S00015ZP,BR2,Sales,"Glassmill Lane, Bromley BR2",3 bed detached house for sale,1,1,"£1,000,000",This stunning former Park Keeper's lodge was originally built in the late 19th Century century as the residence for the caretaker of Martin Hill ...,Listed on 23rd May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/br2/?q=BR2&search_source=home
15,BR2S00016ZP,BR2,Sales,"Beverley Road, Bromley BR2",3 bed semi-detached house for sale,2,2,"£725,000",Presenting this extremely well presented three bedroom family home located on the borders of Keston and Locksbottom. This property is located in ...,Listed on 22nd May 2023,Cockburn Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/br2/?q=BR2&search_source=home
16,BR2S00017ZP,BR2,Sales,"Masons Hill, Bromley, Kent BR2",1 bed flat for sale,6,1,"£350,000",Launch day - Saturday 3rd June By appointment only. Your chance to own this superbly presented Penthouse apartment just over 0.5 of a mile from ...,Listed on 22nd May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/br2/?q=BR2&search_source=home
17,BR2S00018ZP,BR2,Sales,"Sparkes Close, Bromley BR2",2 bed flat for sale,1,1,"£450,000","A beautiful, top (third) floor, two bedroom leasehold apartment with a beautiful roof terrace, located within walking distance of Bromley South ...",Listed on 22nd May 2023,Alan De Maid - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/br2/?q=BR2&search_source=home
18,BR2S00019ZP,BR2,Sales,"Hayes Lane, Bromley BR2",6 bed detached house for sale,3,2,"£1,450,000",Open Day on Saturday 3rd June (strictly by appointment only) A perfectly located and substantial 6 Bedroom Detached family home located on Hayes ...,Listed on 22nd May 2023,"Curran & Pinner, Bromley",Zoopla,https://www.zoopla.co.uk/for-sale/property/br2/?q=BR2&search_source=home
19,BR2S00020ZP,BR2,Sales,"Mackintosh Street, Bromley BR2",2 bed flat for sale,2,1,"£335,000",A spacious two baths apartment on 1st floor situated closed to the Glades shopping centre and Pavillion Leisure centre,Listed on 18th May 2023,Vantage Properties & Management Ltd,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
20,BR2S00021ZP,BR2,Sales,"Randolph Road, Bromley BR2",4 bed detached house for sale,4,2,"£900,000","Tucked away in this quiet secluded cul-de-sac location, this beautifully presented four bedroom, two bathroom detached family home offers well ...",Listed on 18th May 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
21,BR2S00022ZP,BR2,Sales,"Cumberland Road, Bromley BR2",4 bed semi-detached house for sale,4,1,"£950,000",A beautifully presented 1930's four bedroom semi-detached family house located on this highly sought after road within Highfield primary school ...,Listed on 18th May 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
22,BR2S00023ZP,BR2,Sales,"Meycroft, 20 Bourne Way, Bromley BR2",2 bed maisonette for sale,2,2,"£325,000","Excellent two bedroom duplex maisonette - walking distance to Hayes station - modern fitted kitchen, bathroom - catchment for Hayes primary and ...",Listed on 17th May 2023,Sinclair Hammelton,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
23,BR2S00024ZP,BR2,Sales,"Bourne Road, Bromley BR2",3 bed end terrace house for sale,3,1,"£550,000","*Guide Price £550,000 - £575,000* Offered to the market 'chain free' is this three bedroom end of terrace 1930s freehold house, offering potential ...",Listed on 17th May 2023,Langford Russell - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
24,BR2S00025ZP,BR2,Sales,"Westerham Road, Keston BR2",1 bed flat for sale,1,3,"£450,000","BR Estate Agent are delighted to present this contemporary, one-bedroom conversion apartment located in a private, gated development in Keston. ...",Available immediately,BR Estate Agent,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
25,BR2S00026ZP,BR2,Sales,"Lennard Road, Bromley, Kent BR2",3 bed semi-detached house for sale,3,1,"£630,000","As sole agents, we are delighted to bring to the market this 3/4 bedroom property in a popular location being close to local amenities, with ...",Listed on 17th May 2023,Anthony Martin Locksbottom Limited - Crofton Road,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
26,BR2S00027ZP,BR2,Sales,"Fair Acres, Bromley, Kent BR2",2 bed flat for sale,2,1,"£300,000","Guide Price £300,000 to £315,000. This is a spacious split-level maisonette which occupies the ground and first floor and which is set within ...",Listed on 16th May 2023,Bairstow Eves - Shirley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
27,BR2S00028ZP,BR2,Sales,"Magpie Hall Lane, Bromley BR2",1 bed flat for sale,1,3,"£140,000",A ground floor warden assisted apartment in A convenient location for over 55's,Listed on 16th May 2023,Kentons,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
28,BR2S00029ZP,BR2,Sales,"Beechwood Drive, Keston BR2",7 bed detached house for sale,7,2,"£2,000,000",A spacious and beautifully presented seven bedroom family home.,Listed on 16th May 2023,Langford Russell - Locksbottom,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
29,BR2S00030ZP,BR2,Sales,"Aylesbury Road, Bromley BR2",3 bed semi-detached house for sale,3,2,"£600,000","Guide Price £600,000 - £625,000 Jdm are delighted to offer to the market this chain free three bedroom semi-detached house, offering a spacious ...",Listed on 16th May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
30,BR2S00031ZP,BR2,Sales,"Westland Drive, Hayes, Bromley BR2",3 bed semi-detached house for sale,3,2,"£750,000",Three bedroom semi-detached family home set on a sought after road in Hayes. This property offers spacious accommodation and briefly comprises; ...,Available immediately,Alan De Maid - West Wickham,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
31,BR2S00032ZP,BR2,Sales,"Durham Road, Bromley BR2",4 bed terraced house for sale,4,1,"£725,000","Guide price - £725,000 - £750,000 An extended four bedroom 1930's terraced house located on this sought after residential road within the ...",Listed on 15th May 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
32,BR2S00033ZP,BR2,Sales,"Church Road, Shortlands, Bromley BR2",3 bed detached house for sale,3,1,"£850,000","Open day Saturday 20th May, strictly by appointment only Beautiful three bedroom three bathroom detached cottage situated in tranquil and ...",Listed on 12th May 2023,Winkworth - Beckenham,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
33,BR2S00034ZP,BR2,Sales,"Station Approach, Hayes, Bromley BR2",1 bed flat for sale,1,1,"£210,000","Top floor, one bedroom flat in central Hayes BR2 - Walking distance to Hayes station with direct links to London Bridge and Charing Cross - fitted ...",Listed on 12th May 2023,Sinclair Hammelton,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
34,BR2S00035ZP,BR2,Sales,"Mark Close, Keston Park BR2",5 bed detached house for sale,5,1,"£1,999,950",Mark Close is a Mock Georgian house located in a quiet cul-de-sac within the prestigious Keston Park private gated development. The property ...,Listed on 12th May 2023,Alan De Maid - Locksbottom,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
35,BR2S00036ZP,BR2,Sales,"St. Marks Square, Bromley BR2",1 bed flat for sale,1,2,"£365,000",A modern one double bedroom apartment located on the 8th floor of Brouard Court; a stunning new apartment block situated within the new St Mark's ...,Listed on 11th May 2023,Langford Russell - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
36,BR2S00037ZP,BR2,Sales,"Haywood Road, Bromley BR2",2 bed end terrace house for sale,2,1,"£525,000","Situated in the sought after Chatterton Village area of Bromley, this property offers an incoming purchaser a rare opportunity to put their own ...",Listed on 11th May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
37,BR2S00038ZP,BR2,Sales,"Haywood Road, Bromley BR2",2 bed terraced house for sale,2,5,"£500,000",Situated in the popular Chatterton Village we are delighted to offer for sale this two bedroom terraced home that whilst requiring refurbishment ...,Listed on 11th May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
38,BR2S00039ZP,BR2,Sales,"Ravensbourne Avenue, Shortlands, Bromley BR2",3 bed semi-detached house for sale,3,1,"£850,000","Guide Price: £850,000 - £875,000. This 1930's semi-detached family house is situated on one of Shortlands' most sought-after residential roads, ...",Available immediately,Maguire Baylis,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
39,BR2S00040ZP,BR2,Sales,"Shortlands Road, Shortlands, Bromley BR2",8 bed block of flats for sale,8,1,"£1,500,000",An opportunity to acquire a licenced HMO with planning permission granted to add an addition unit in the loft space. Gross income circa £100K pa. ...,Listed on 11th May 2023,Hunters - Chislehurst and Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
40,BR2S00041ZP,BR2,Sales,"Beechwood Drive, Keston BR2",6 bed town house for sale,6,2,"£2,000,000",Positioned in this popular turning close to the conservation area of Keston ponds we are delighted to offer the excellent Mock Tudor detached ...,Listed on 11th May 2023,Alan De Maid - Locksbottom,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=2
41,BR2S00042ZP,BR2,Sales,"Mays Hill Road, Bromley BR2",2 bed flat for sale,2,1,"£374,995","This well presented 2 Double Bedroom Ground Floor flat is near excellent commuter links, local schools and offered with Share of Freehold tenure. ...",Listed on 5th May 2023,"Curran & Pinner, Bromley",Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
42,BR2S00043ZP,BR2,Sales,"Jefferson Place, Bromley BR2",2 bed flat for sale,2,1,"£375,000","**offers over £375,000** chain free! An exceptionally well presented apartment to rent within the popular trinity village development. Offering ...",Listed on 4th May 2023,CKB Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
43,BR2S00044ZP,BR2,Sales,"Land Adjacent To 35 George Lane, Bromley, Kent BR2",Land for sale,4,2,"£275,000",Sold for an undisclosed amount **For Sale By Public Auction24th May 2023 08:45 am. To inspect the legal documents for this property go to our ...,Listed on 4th May 2023,Auction House London,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
44,BR2S00045ZP,BR2,Sales,"Cromwell Avenue, Bromley BR2",4 bed semi-detached house for sale,3,2,"£999,950",This four-bedroom family semi-detached is situated in one of Bromley’s most sought after and convenient locations. This beautifully presented home ...,Listed on 4th May 2023,Langford Russell - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
45,BR2S00046ZP,BR2,Sales,"Victoria Road, Bromley BR2",3 bed detached house for sale,4,2,"£750,000",This charming and rare to market period detached house sits on an enviable corner plot within this sought after road in Chatterton village and has ...,Available immediately,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
46,BR2S00047ZP,BR2,Sales,"West Common Road, Hayes, Bromley, Kent BR2",4 bed semi-detached house for sale,2,1,"£1,350,000","Guide Price £1,350,000 to £1,400,000. Sitting within the grounds of a Grade II listed building, is this attractive four bedroom, semi-detached ...",Listed on 4th May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
47,BR2S00048ZP,BR2,Sales,"Hayes Lane, Hayes, Bromley BR2",2 bed flat for sale,2,1,"£399,995","Final apartments remaining at Oak House, offering this two bedroom, two bathroom apartment situated within a short reach of Bromley's town centre. ...",Listed on 4th May 2023,Acorn - New Homes Greater London,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
48,BR2S00049ZP,BR2,Sales,"Pickhurst Green, Bromley BR2",2 bed detached house for sale,2,1,"£800,000",**chain free** Complete one off opportunity to purchase this stunning idyllic two bedroom detached home set off a quiet lane in Hayes BR2 - built ...,Listed on 4th May 2023,Sinclair Hammelton,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
49,BR2S00050ZP,BR2,Sales,"&amp; 2 Old Cottages, Leaves Green, Keston BR2",Detached house for sale,2,1,"£1,500,000","Lovingly restored, Grade II listed cottage of charm and sophistication, set within beautiful gardens of just under an acre, laid out by an award ...",Available immediately,Hamptons - Sevenoaks Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
50,BR2S00051ZP,BR2,Sales,"Mounthurst Road, Hayes, Kent BR2",2 bed semi-detached house for sale,5,4,"£550,000","Two bedroom semi detached family home set within a popular residential road, offered in good decorative order throughout. The accommodation ...",Listed on 3rd May 2023,Sinclair Hammelton,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
51,BR2S00052ZP,BR2,Sales,"Wheeler Place, Bromley BR2",2 bed flat for sale,4,1,"£450,000","This fantastic, south facing, two bedroom ground floor apartment is set within a modern complex and offers spacious, airy and bright generous ...",Listed on 3rd May 2023,Alan De Maid - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
52,BR2S00053ZP,BR2,Sales,"Copthorne Avenue, Bromley, Kent BR2",5 bed semi-detached house for sale,4,1,"£700,000","Guide Price £700,000 to £725,000. Extended, 5 bed semi detached family home with 88' south westerly facing rear garden, off road parking and ...",Listed on 3rd May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
53,BR2S00054ZP,BR2,Sales,"Dene Close, Hayes, Bromley BR2",4 bed semi-detached house for sale,3,1,"£950,000","New to Market: Modern, Spacious and Beautifully designed recently refurbished family home with high ceilings and large back landscaped garden with ...",Listed on 2nd May 2023,Yopa,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
54,BR2S00055ZP,BR2,Sales,"Scotts Avenue, Bromley BR2",4 bed terraced house for sale,2,1,"£1,350,000","Situated on an impressive plot in an extremely sought after road is this stunning four bedroom detached home with the potential to extend further, ...",Listed on 2nd May 2023,CKB Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
55,BR2S00056ZP,BR2,Sales,"Narrow Way, Bromley BR2",3 bed terraced house for sale,1,2,"£500,000",A charming extended three bedroom terrace house located in a cul de sac location in Bromley Common and within proximity for some excellent ...,Listed on 2nd May 2023,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
56,BR2S00057ZP,BR2,Sales,"Bromley Grove, Bromley BR2",2 bed flat for sale,3,2,"£400,000","Service charge paid for the first 2 years! We present this recently refurbished chain-free apartment set in the convenient Bromley Grove, Bromley ...",Listed on 29th Apr 2023,Alex Neil Estate Agents - Chislehurst & Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
57,BR2S00058ZP,BR2,Sales,"Durham Avenue, Bromley BR2",1 bed flat for sale,3,3,"£250,000",Chain free! A well presented first floor one bedroom apartment which is situated on this sought after road and just 0.5 miles to Bromley South ...,Listed on 28th Apr 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
58,BR2S00059ZP,BR2,Sales,"Homesdale Road, Bromley BR2",3 bed end terrace house for sale,3,1,"£535,000","Guide Price £535,000-£550,000 A beautiful three bedroom end terraced victorian property which is located within close proximity of the highly ...",Listed on 28th Apr 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
59,BR2S00060ZP,BR2,Sales,"Southborough Lane, Bromley BR2",3 bed semi-detached house for sale,4,1,"£725,000",Situated on one of Petts Wood's most popular and convenient residential roads is this extremely well presented and versatile three bedroom semi ...,Listed on 28th Apr 2023,Sinclair Hammelton,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=3
60,BR2S00061ZP,BR2,Sales,"Bromley Gardens, Bromley BR2",3 bed semi-detached house for sale,3,2,"£575,000","A three bedroom Victorian semi detached house located within a highly popular and convenient residential road in Bromley, surrounded by similar ...",Listed on 23rd Apr 2023,"Purplebricks, Head Office",Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
61,BR2S00062ZP,BR2,Sales,"Hayes Garden, Bromley BR2",4 bed semi-detached house for sale,4,2,"£975,000",Four bedroom semi-detached family home set on a sought after road in Hayes. This generous size property is well presented and the accommodation ...,Listed on 22nd Apr 2023,Alan De Maid - West Wickham,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
62,BR2S00063ZP,BR2,Sales,"Chatham Avenue, Hayes, Bromley BR2",4 bed semi-detached house for sale,4,3,"£700,000",An extended four bedroom nineteen thirties semi-detached family home with good size garden and summerhouse/home office. Located within walking ...,Listed on 21st Apr 2023,Ibbett Mosely - Westerham,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
63,BR2S00064ZP,BR2,Sales,"Napier Road, Bromley BR2",2 bed terraced house for sale,2,2,"£475,000","Guide price £475,000 - £500,000 Charming two bedroom Victorian terraced property situated in a quiet cul de sac and just 0.5 miles to Bromley ...",Listed on 21st Apr 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
64,BR2S00065ZP,BR2,Sales,"Pickhurst Lane, Bromley BR2",3 bed semi-detached house for sale,3,1,"£775,000",Refurbished three bedroom semi detached home - situated in a sought after location in Hayes BR2 - walking distance to Hayes station and high ...,Listed on 21st Apr 2023,Sinclair Hammelton,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
65,BR2S00066ZP,BR2,Sales,"Hayes Lane, Hayes, Bromley BR2",2 bed flat for sale,2,1,"£399,995","Situated within easy reach of Bromley's town centre is this modern two bedroom apartment located in the popular development, Oak House. Viewings ...",Listed on 21st Apr 2023,Langford Russell - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
66,BR2S00067ZP,BR2,Sales,"Lovelace Avenue, Bromley BR2",2 bed terraced house for sale,2,2,"£450,000","Guide Price £450,000 - £475,000 Extended two bedroom terraced property ideally located for local bus routes and Petts Wood mainline station which ...",Available immediately,jdm Estate Agents,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
67,BR2S00068ZP,BR2,Sales,"Homesdale Road, Bromley BR2",3 bed terraced house for sale,3,1,"£550,000","Guide price £550,000 - £575,000 This three bedroom mid terraced property is located within close proximity of Raglan Primary School, local ...",Listed on 21st Apr 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
68,BR2S00069ZP,BR2,Sales,"Fair Acres, Bromley BR2",1 bed flat for sale,1,2,"£230,000","Chain free! Located in the popular Fairacres development, this one bedroom purpose built flat is a conveniently short walk to Bromley South ...",Listed on 20th Apr 2023,Sinclair Hammelton - Bromley Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
69,BR2S00070ZP,BR2,Sales,"Lovelace Avenue, Bromley BR2",3 bed terraced house for sale,3,1,"£600,000",Brand new loft conversion. The owners of this spacious terraced family home have just completed an impressive loft conversion providing a bright ...,Listed on 20th Apr 2023,Proctors - Petts Wood,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
70,BR2S00071ZP,BR2,Sales,"Homesdale Road, Bromley BR2",2 bed flat for sale,2,3,"£375,000","A well-proportioned and larger than average two double bedroom, two bathroom apartment built in 2011. The property is neutrally decorated ...",Listed on 20th Apr 2023,Alan De Maid - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
71,BR2S00072ZP,BR2,Sales,"Great Elms Road, Bromley BR2",4 bed semi-detached house for sale,4,1,"£900,000","Beautifully presented and wider than the average Victorian semi located on a quiet residential road, within convenient walking distance of ...",Listed on 18th Apr 2023,James Millard,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
72,BR2S00073ZP,BR2,Sales,"Plot 29 At Layhams Farm, Keston, Greater London BR26Ar BR2",Land for sale,2,2,"£8,000",** Timed Online Auction - 01 June 2023 ** prime investment opportunity. Rare chance to purchase approximately 400 sqm (0.1 Acres) of land within ...,Listed on 18th Apr 2023,Future Property Auctions,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
73,BR2S00074ZP,BR2,Sales,"Erickson Gardens, Bromley BR2",2 bed flat for sale,4,3,"£325,000","Guide price £325,000 to £350,000 chain free. Set within the popular Trinity Village development this superb two bedroom top floor apartment offers ...",Listed on 18th Apr 2023,Alan De Maid - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
74,BR2S00075ZP,BR2,Sales,"Teynham Green, Bromley BR2",4 bed detached house for sale,4,1,"£850,000","Located on a quiet residential cul-de-sac, this bright and spacious 4 bedroom detached house is well-presented throughout offering a large ...",Listed on 18th Apr 2023,Foxtons - Bromley,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
75,BR2S00076ZP,BR2,Sales,"Brockdene Drive, Keston BR2",4 bed detached house for sale,1,1,"£2,400,000","In a private, tucked away position adjoining National Trust common land, a handsome, detached house of quality and excellent proportions, set ...",Listed on 17th Apr 2023,Hamptons - Sevenoaks Sales,Zoopla,https://www.zoopla.co.uk/for-sale/property/BR2/?q=BR2&search_source=home&pn=4
